202007080000|1|부산 해운대 해수욕장|616.0
202007080000|2|부산 광안리 해수욕장|2233.0
202007080000|3|부산 송도 해수욕장|0.0
202007080000|4|충남 대천 해수욕장|1837.5
202007080000|5|부산 다대포 해수욕장|0.0
202007080000|6|강원 경포 해수욕장|2257.5
202007080000|7|부산 송정 해수욕장|1200.5
202007080000|8|강원 낙산 해수욕장|0.0
202007080000|9|강원 속초 해수욕장|0.0
202007080000|10|강원 삼척 해수욕장|1095.5
202007080000|11|강원 망상 해수욕장|206.5
202007080000|12|강원 맹방 해수욕장|73.5
202007080000|13|강원 추암 해수욕장|70.0
202007080000|14|전남 신지명사십리 해수욕장|409.5
202007080000|15|충남 만리포 해수욕장|570.5
202007080000|16|울산 일산 해수욕장|2054.5
202007080000|17|제주 함덕 해수욕장|1340.5
202007080000|18|울산 진하 해수욕장|948.5
202007080000|19|강원 하조대 해수욕장|140.0
202007080000|20|제주 협재 해수욕장|402.5
202007080000|21|경북 고래불 해수욕장|318.5
202007080000|22|강원 주문진 해수욕장|0.0
202007080000|23|충남 춘장대 해수욕장|0.0
202007080000|24|제주 이호테우 해수욕장|836.5
202007080000|25|충남 꽃지 해수욕장|31.5
202007080000|26|강원 송지호 해수욕장|0.0
202007080000|27|제주 곽지 해수욕장|7.0
202007080000|28|강원 화진포 해수욕장|66.5
202007080000|29|강원 외옹치 해수욕장|0.0
202007080000|30|제주 금능 해수욕장|52.5
202007080000|31|강원 삼포 해수욕장|0.0
202007080000|32|부산 일광 해수욕장|0.0
202007080000|33|충남 몽산포 해수욕장|0.0
202007080000|34|부산 임랑 해수욕장|0.0
202007080000|35|제주 중문 해수욕장|35.0
202007080000|36|강원 장호 해수욕장|14.0
202007080000|37|제주 김녕 해수욕장|143.5
202007080000|38|강릉 안목 해수욕장|1246.0
202007080000|39|경남 상주은모래 해수욕장|0.0
202007080000|40|인천 을왕리 해수욕장|731.5
202007080000|41|충남 삼봉 해수욕장|0.0
202007080000|42|강원 정동진 해수욕장|0.0
202007080000|43|강원 용화 해수욕장|301.0
202007080000|44|강원 등대 해수욕장|0.0
202007080000|45|인천 하나개 해수욕장|213.5
202007080000|46|강원 송지호오토캠핑 해수욕장|0.0
202007080000|47|경북 관성 해수욕장|0.0
202007080000|48|강원 중광쟁 해수욕장|0.0
202007080000|49|강원 천진 해수욕장|833.0
202007080000|50|충남 신두리 해수욕장|0.0
