202007081400|1|부산 해운대 해수욕장|1466.5
202007081400|2|부산 광안리 해수욕장|2544.5
202007081400|3|부산 송도 해수욕장|0.0
202007081400|4|충남 대천 해수욕장|3636.5
202007081400|5|부산 다대포 해수욕장|770.0
202007081400|6|강원 경포 해수욕장|2373.0
202007081400|7|부산 송정 해수욕장|10626.0
202007081400|8|강원 낙산 해수욕장|696.5
202007081400|9|강원 속초 해수욕장|0.0
202007081400|10|강원 삼척 해수욕장|2310.0
202007081400|11|강원 망상 해수욕장|581.0
202007081400|12|강원 맹방 해수욕장|325.5
202007081400|13|강원 추암 해수욕장|973.0
202007081400|14|전남 신지명사십리 해수욕장|773.5
202007081400|15|충남 만리포 해수욕장|906.5
202007081400|16|울산 일산 해수욕장|4028.5
202007081400|17|제주 함덕 해수욕장|2439.5
202007081400|18|울산 진하 해수욕장|1858.5
202007081400|19|강원 하조대 해수욕장|2947.0
202007081400|20|제주 협재 해수욕장|3027.5
202007081400|21|경북 고래불 해수욕장|1319.5
202007081400|22|강원 주문진 해수욕장|766.5
202007081400|23|충남 춘장대 해수욕장|189.0
202007081400|24|제주 이호테우 해수욕장|3311.0
202007081400|25|충남 꽃지 해수욕장|777.0
202007081400|26|강원 송지호 해수욕장|161.0
202007081400|27|제주 곽지 해수욕장|938.0
202007081400|28|강원 화진포 해수욕장|521.5
202007081400|29|강원 외옹치 해수욕장|297.5
202007081400|30|제주 금능 해수욕장|3321.5
202007081400|31|강원 삼포 해수욕장|252.0
202007081400|32|부산 일광 해수욕장|273.0
202007081400|33|충남 몽산포 해수욕장|0.0
202007081400|34|부산 임랑 해수욕장|0.0
202007081400|35|제주 중문 해수욕장|339.5
202007081400|36|강원 장호 해수욕장|423.5
202007081400|37|제주 김녕 해수욕장|955.5
202007081400|38|강릉 안목 해수욕장|4035.5
202007081400|39|경남 상주은모래 해수욕장|136.5
202007081400|40|인천 을왕리 해수욕장|2320.5
202007081400|41|충남 삼봉 해수욕장|0.0
202007081400|42|강원 정동진 해수욕장|28.0
202007081400|43|강원 용화 해수욕장|1435.0
202007081400|44|강원 등대 해수욕장|0.0
202007081400|45|인천 하나개 해수욕장|798.0
202007081400|46|강원 송지호오토캠핑 해수욕장|1200.5
202007081400|47|경북 관성 해수욕장|381.5
202007081400|48|강원 중광쟁 해수욕장|1725.5
202007081400|49|강원 천진 해수욕장|2537.5
202007081400|50|충남 신두리 해수욕장|227.5
